addr,key,name
天津市蓟县罗庄子镇政府南,普通,罗庄子中心小学
天津市宝坻区王卜庄镇东孟村西,普通,宝坻区王卜庄镇第三中心小学
天津市南开区万德庄南北街40号,普通,南开区五马路小学
蓟县渔阳镇仓上屯村村北200米路东,普通,天津市渔阳镇仓上屯中心小学
天津市汉沽区茶淀镇西孟村,普通,天津市汉沽区西孟小学
天津市大港区小王庄镇向阳小区,普通,天津市大港区向阳小学
天津市蓟县马伸桥镇于各庄村西,普通,蓟县马伸桥镇于各庄中心小学
天津市河北区宇纬路4号,普通,天津市河北区黄纬路小学
天津市大港区海滨街新盛小区,普通,天津市大港区桃李园小学
天津市津南区小站镇文化路4号,普通,天津市津南区小站第一小学（天津小站一小）
天津市河北区月牙河街道开江道,普通,天津市河北区开江道路小学
西翟庄镇杨小庄村,普通,西翟庄镇杨小庄中心小学
天津市津南区小站镇东大站村,普通,天津市津南区东大站联合小学
天津市西青区南河镇马家寺村,普通,天津市马家寺中心小学
蓟县五百户镇五百户村,普通,五百户中心小学
天津市武清区崔黄口镇四街村南崔霍公路西侧,普通,天津市武清区崔黄口镇崔黄口中心小学
天津市东丽区大毕庄镇赵沽里村,普通,天津市东丽区赵沽里小学
天津市河北区月牙河小区,普通,天津市河北区月牙河小学
红桥区佳宁里小区内,普通,天津市红桥区佳宁里小学
天津市宝坻区大白庄镇大杨庄村,普通,大杨庄中心小学
天津市静海县独流镇李家湾子村,普通,天津市李家湾子中心小学
大港区太平镇北环路南,普通,天津市大港区太平镇第一小学（太平镇一小）
天津市武清区城关镇西南街,普通,天津市武清区城关小学
天津市河北区建昌道铁工西里22号,普通,天津市河北区新程小学
大丰堆镇大丰堆村,普通,天津市大丰堆镇大丰堆小学
天津市武清区杨村镇雍阳东道5号,普通,天津市武清区杨村第四小学
天津市南开区兴南街道南开二马路61号,普通,天津市南开区鸿源里小学
天津市津围公路114号,普通,宜兴埠第一小学（宜兴埠一小）
天津市河北区中纺前街36号,普通,天津市河北区宁园小学
天津市西青区李七庄街王兰庄,普通,王兰庄中心小学
天津市武清区豆张庄乡南双庙村东,普通,天津市武清区豆张庄乡南双庙中心小学
天津市河东区向阳楼一号路1号,普通,天津市河东区向阳楼小学
天津市津南区双桥河镇王庄欣达公寓南,普通,天津市津南区双桥河第一小学（双桥一小 ）
宁河县造甲城镇造甲城村,普通,天津市造甲城中心小学
天津市静海县王口镇南茁头村,普通,王口镇第四中心小学
天津市南开区西南角南大道33号,普通,天津市南开区永基小学
天津市武清区,普通,天津市武清区大孟庄镇小王庄中心小学
天津市静海县唐官屯镇满意庄村,普通,天津 静海唐官屯镇满意庄学校
天津市宝坻区大钟庄镇东鲁沽村,普通,天津市宝坻区大钟庄镇鲁沽中心小学
西青区杨柳青镇青致路6号,普通,天津市杨柳青镇第一小学（杨柳青一小）
天津市和平区湖北路59号,普通,天津市和平区二十中附小
东丽区金钟街大毕庄村,普通,天津市东丽区大毕庄小学
天津市南开区华苑信美道1号,普通,天津市南开区华苑小学
天津市汉沽区河西四纬南,普通,天津市汉沽区河西第一小学（河西一小）
天津市宝坻区郝各庄镇十四户小学,普通,郝各庄镇十四户中心小学
静海县大邱庄镇,普通,静海县大邱庄镇万全小学
天津市河东区二号桥电传路九号,普通,天津市河东区二号桥小学
天津市东丽区栖霞道,普通,天津市东丽区津门小学
天津市河西区灰堆南北大街1号,普通,天津市河西区灰堆第一小学（灰堆一小）
天津市河北区宜洁路1号,普通,天津市河北区兴华小学
天津市宁河县潘庄镇白庙村西,普通,天津市宁河县潘庄镇白庙小学
天津市河北区大江路大江北里１号,普通,天津市河北区大江路小学
天津市北辰区西堤头镇辛侯庄村,普通,天津市北辰区辛侯庄小学
天津市河北区红星路106号,普通,天津市河北区红星路小学
天津市武清区汊沽港镇二街村南,普通,天津市武清区汊沽港镇二街中心小学
天津市河东区卫国道秀丽路4号,普通,天津市河东区丽苑小学
天津市南开区西横堤跃升里市场内,普通,天津市南开区跃升里小学
河北区建国道庆安街32号,普通,天津市河北区启智学校
天津市西青区梨双路与友谊路交口,普通,育英小学
宁河县东棘坨镇东棘坨村,普通,天津市东棘坨镇东棘坨中心小学
宝坻区大唐庄镇鲫鱼甸村,普通,天津市宝坻区鲫鱼甸小学
皇姑庄村南,普通,皇姑庄小学
天津市河东区华昌大街32号,普通,天津市河东区靶当村小学（天津市河东区前程小学）
天津市南开区王顶堤苑中路58号,普通,天津市南开区新星小学
天津市河西区湘江道50号,普通,天津市河西区湘江道小学
天津市东丽区军粮城二村,普通,天津市东丽区二村中心小学
天津市武清区下朱庄街柳河村,普通,天津市武清区下朱庄街柳河完全小学
蓟县上仓镇南闵庄村村南,普通,蓟县上仓镇南闵庄完全小学
天津市津南区大滩联合小学,普通,天津市津南区大滩联合小学
天津市宝坻区高家庄镇肖家?村北,普通,天津市宝坻区高家庄镇肖家小学
天津市宝坻区大口屯镇窝北厂村东头,普通,天津市宝坻区大口屯镇北厂中心小学
天津市宝坻区林亭口镇张庄村西,普通,天津市宝坻区林亭口镇高级小学
天津市蓟县罗庄子镇翟庄村,普通,罗庄子镇翟庄小学
蓟县别山镇东陈辛庄村二区三派4号,普通,蓟县别山镇陈辛庄中心小学
宝坻区史各庄镇杨辛庄村东,普通,宝坻区报喜鸟杨辛庄中心小学
天津市宝坻区牛道口镇西四庄村,普通,西四庄中心小学
天津市武清区河西务镇木厂村,普通,天津市武清区河西务镇木厂中心小学
天津市宝坻区新安镇伍麻庄,普通,天津市宝坻区新安镇伍麻庄中心小学
蓟县下营镇段庄村西,普通,天津市下营镇段庄完全小学
天津市武清区下伍旗镇忠义村南,普通,天津市武清区下伍旗镇忠义中心小学
天津市宝坻区王卜庄镇王木元村南,普通,天津市王木元中心小学
天津市宝坻区大钟庄镇宝芝麻窝村西,普通,天津市宝坻区宝芝麻窝中心小学
天津市塘沽区津沽公路44号,普通,天津市塘沽区西开小学
天津市宝坻区大钟庄镇大刘庄,普通,天津市宝坻区大钟庄镇大刘中心小学
红桥区同义庄大街六号,普通,天津市红桥区北马路小学
天津市津南区葛沽镇西关村（津塘公路,普通,天津市津南区西关回民小学
天津市武清区崔黄口镇前营中心小学,普通,天津市武清区崔黄口镇前营中心小学
天津市武清区黄庄村,普通,天津市武清区黄庄乡黄庄中心小学
天津市武清区河西务镇中白庙村,普通,天津市武清区河西务镇中白庙完全小学
天津市武清区高村乡里老村西,普通,天津市武清区高村乡第二中心小学
天津市宝坻区王卜庄镇第一中心小学（前张司马村北面）,普通,天津市宝坻区王卜庄镇第一中心小学
天津蓟县穿芳峪乡政府西500米,普通,天津春发希望小学
天津市武清区黄花店镇鱼市庄村,普通,天津市武清区黄花店镇鱼市庄中心小学
天津市河北区富堤路40号,普通,堤头前街小学
天津市宝坻区黄庄乡吴辛庄村西200米,普通,天津市宝坻区黄庄乡第二小学（黄庄乡二小）
天津市津南区咸水沽镇二道桥村,普通,天津市津南区韩城桥联合小学
天津市宝坻区新安镇王善庄村东,普通,天津市宝坻区新安镇王善庄中心小学
天津市武清区下伍旗镇下伍旗村北,普通,天津市武清区下伍旗镇下伍旗中心小学
天津市河西区西园道18号,普通,天津市河西区兴国小学
东丽区军粮城街李台村,普通,天津市东丽区刘台中心小学
蓟县洇溜镇三岔口村西,普通,蓟县洇溜镇洇溜中心小学
天津市宝坻区霍各庄镇北马村东,普通,天津市宝坻区霍各庄镇北马中心小学
天津市汉沽区杨家泊镇桃园村北（唐津高速芦台收费站南200米）,普通,天津市汉沽区桃园小学
天津市武清区王庆坨镇大三河曾村西,普通,天津市武清区王庆坨镇大三河小学
双塘镇杨家园村,普通,天津市双塘镇杨家园小学
天津市大港油田二号院小学,普通,天津市大港区二号院小学
宝坻区大唐庄镇南里自沽村南,普通,宝坻区南里自沽中心小学
天津市和平区南营门街道西宁道84号,普通,天津市和平中心小学
天津市宝坻区牛道口镇下五庄村,普通,天津市宝坻区下五庄中心小学
天津市汉沽区孟圈村,普通,天津市汉沽区孟圈小学
天津市宝坻区牛道口镇黄沙务村,普通,天津市宝坻区黄沙务小学
天津市武清区大王古庄镇韩指挥营村,普通,天津市武清区大王古庄镇第二中心小学
天津市宝坻区龚庄村北,普通,龚庄中心小学
天津市武清区城关镇东张营村,普通,天津市武清区城关镇东张营中心小学
东丽区新立街小东庄村,普通,天津市东丽区东羽中心小学
蓟县杨津庄镇半壁店村,普通,半壁店小学
天津市河北区马庄南小街3号,普通,第三十中学附属小学
蓟县下仓镇少林口村北,普通,蓟县下仓镇少林口中心小学
静海县梁头镇梁头村,普通,梁头中心小学
天津市宝坻区大唐庄镇运家庄村东,普通,天津市宝坻区大唐庄镇运家庄中心小学
天津市武清区东蒲洼乡东蒲洼村,普通,天津市武清区东蒲洼乡东蒲洼完全小学
天津市武清区白古屯乡桐林村,普通,天津市武清区白古屯乡桐林中心小学
天津市红桥区丁字沽零号路35号增1,普通,天津市红桥区丁字沽小学
天津市北辰区北仓镇李咀村,普通,天津市北辰区李咀小学
天津市北辰区线河二村,普通,天津市北辰区线河小学
天津市大港区大港油田同盛小区东门,普通,天津市大港区同盛小学
天津 西青区 幸福里平房11号,普通,天津市跃进里小学
天津市河东区华龙道秋实园,普通,天津市河东区启智学校
天津市西青区张家窝镇田丽小区,普通,天津市西青区田丽小学
天津市河西区平江道65号,普通,天津市河西区卫东路小学
天津市武清区杨村街建国南路建业巷,普通,天津市武清区杨村街王庄军民小学
天津市武清区徐官屯街段庄村西,普通,天津市武清区徐官屯街段庄中心小学
天津市宝坻区王卜庄镇大吴村南,普通,天津宝坻区王卜庄镇大吴庄中心小学
天津市南开区嘉陵道通江路9号,普通,天津市南开区宜宾里小学
宁河县宁河镇张辛村西侧,普通,天津市宁河县宁河镇宁河小学
天津市大港区世纪大道180号,普通,天津市大港区第十一小学
天津市宁河县芦台镇庙东村,普通,赵庄小学
天津市武清区杨村镇雍阳西道杨村第九小学,普通,杨村第九小学
天津市南开区黄河道冶金路4号 红日路1号,普通,南开区第二中心小学（建民里小学及冶金里小学）
天津市北辰区引河里,普通,天津市北辰区引河里小学
天津市武清区下朱庄街太平庄小学,普通,天津市武清区下朱庄街太平庄小学
蓟县东施古镇政府东侧300米,普通,东施古镇东施古完全小学
河西区挂甲寺街景兴里6号增1号,普通,天津市河西区东楼小学
天津市静海县独流镇新开路79号,普通,天津市独流镇育英小学
宁河县东棘坨镇李家店村,普通,东棘坨镇李家店中心小学
宝坻区八门城镇南燕窝村,普通,天津市宝坻区八门城镇南燕窝中心小学
天津市宝坻区新开口镇王家口村西,普通,天津市宝坻区新开口镇第一中心小学（新开口一中心）
天津市大港区太平镇同安小区,普通,天津市大港区太平镇第二小学（太平镇二小）
天津市西青区小南河镇小南河村,普通,天津霍元甲文武学校
天津市武清区石各庄镇梁各庄村,普通,天津市武清区石各庄镇梁各庄中心小学
天津市南开区长江道场治里楼群内,普通,天津市南开区长治里小学
天津市北辰区小淀镇小淀村南,普通,天津市北辰区小淀小学
天津市南开区长虹街道汾水道39号,普通,天津市南开区咸阳路小学
天津市河西区榆林路4号,普通,天津市河西区三水道小学
天津市武清区,普通,天津市武清区崔黄口镇后巷中心小学
天津市大港区育秀街北端,普通,天津市大港区第二小学（大港区二小）
天津市武清区王庆坨镇六街,普通,天津市武清区王庆坨镇六街小学
天津市宝坻区霍各庄镇陈家口村南,普通,天津市霍各庄镇陈家口中心小学
静海县静海镇河沿街124号,普通,静海县静海镇第二小学（静海二小）
天津市和平区河南路161号,普通,天津市和平区劝业场小学
天津市武清区王庆坨镇九街村,普通,天津市武清区王庆坨镇九街小学
和平区建物街127号,普通,天津市和平区建物街小学
天津市武清区高村乡牛镇村,普通,天津市武清区高村乡牛镇中心小学
天津市塘沽区邓善沽村邓善沽小学,普通,天津市塘沽区邓善沽小学
天津市武清区河西务镇,普通,天津市武清区河西务镇首驿小学
天津市塘沽区广州道桂林路2号,普通,天津市塘沽区桂林路小学
天津市武清区徐官屯乡孔官屯村西,普通,天津市武清区徐官屯乡孔官屯中心小学
蓟县礼明庄乡孟家楼村南,普通,孟家楼中心小学
天津市津南区北闸口镇后营村,普通,天津市津南区后营联合小学
天津市宝坻区高家庄镇中会村南,普通,天津市宝坻区高家庄镇中会小学
渔阳镇杨各庄村东南,普通,渔阳镇杨各庄中心小学
蓟县五百户镇青池二村,普通,蓟县五百户镇青池中心小学
蓟县人民西路南侧下闸路西,普通,蓟县渔阳镇第一中心小学
蓟县东赵各庄乡前牛宫村东,普通,蓟县东赵各庄乡前牛宫中心小学
天津市静海县蔡公庄镇杨家场村,普通,蔡公庄镇杨家场小学
天津市武清区,普通,天津市武清区大黄堡乡戴家庄中心小学
天津市武清区泗村店镇小陈庄,普通,泗村店镇陈庄小学
天津市红桥区三条石街道河北大街福泉里大街存志里4号,普通,天津市红桥区福泉里小学
天津市宝坻区牛道口镇沟头村,普通,沟头中心小学
红桥区红桥北大街105号,普通,天津市红桥小学
天津市北辰区大张庄镇南王平村,普通,天津市南王平中心小学
下仓镇大仇庄村东仓永公路北侧,普通,天津市下仓镇大仇庄中心小学
宁河县潘庄镇朱头淀中台村南,普通,天津市静海县朱头淀小学
宁河县潘庄镇老安淀村西,普通,天津市老安淀小学
西青区辛口镇水高庄村,普通,水高庄小学
宝坻区大白庄镇大白庄村东,普通,天津市宝坻区大白庄镇大白庄中心小学
天津市红桥区丁字沽红塔寺大道1号,普通,天津市桃花园小学
台头镇大六分村,普通,台头镇大六分小学
团泊镇五美城村,普通,团泊镇五美城中心小学
蓟县下仓镇大杨家庄村北,普通,下仓镇桥头小学
天津市红桥区丁字沽一号路四新道9号,普通,天津市培智学校
双塘镇杨学士村,普通,双塘镇杨学士中心小学
别山镇管城村北,普通,蓟县别山镇管城中心小学
天津市北辰区京津公路207号,普通,天津市北辰区天穆小学
天津市津南区葛沽镇官房村,普通,天津市津南区葛沽第二小学
蓟县别山镇弥勒院村村北,普通,天津市蓟县别山镇弥勒院中心小学
天津市红桥区王口镇天津市红桥区咸阳北路街兴城南道6号,普通,天津咸阳北路小学
天津市北辰区青光镇李家房子村,普通,天津市北辰区沿河小学
穿芳峪乡果香峪村南,普通,天津市穿芳峪乡果香峪中心小学
天津市北辰区双口镇安光村,普通,天津市安光小学
天津市武清区陈嘴镇陈嘴村东,普通,天津市武清区陈嘴镇陈嘴中心小学
蓟县东施古镇咀吧庄村,普通,天津市蓟县东施古乡东方红中心小学
天津市河西区小海地茂名道1号,普通,天津市河西区东海里小学
天津市宝坻区大口屯镇刘举村南,普通,宝坻区大口屯镇第一中心小学
大黄堡乡东八里庄村南,普通,天津市武清区大黄堡乡东八里庄中心小学
团泊镇胡连庄村,普通,团泊镇胡连庄小学
天津市静海县独流镇生产街新村西,普通,天津市独流镇第二小学
天津市静海县静海镇北纬二路西段2号,普通,静海县静海镇第四小学
天津市河西区友谊路友谊东里55号,普通,天津市河西区友谊路小学
天津市北辰区天穆镇王庄村,普通,天津市北辰区王庄小学
天津市河北区幸福道15号,普通,天津市河北区靖江路小学
天津市宝坻区津围公路,普通,天津市泉州文武学校
蓟县兴华大街县总工会北院,普通,天津市蓟县城关第六小学
津市河西区体院东环湖东路２０号,普通,天津市河西区东湖小学
天津市宝坻区牛道口镇焦山寺村,普通,天津市宝坻区焦山寺中心小学
北辰区新村街果园南道城建北路,普通,天津市北辰区苍园小学
天津市河西区围堤道85号,普通,天津华夏未来艺术小学
天津市武清区,普通,天津市武清区梅厂镇梅厂中心小学
蓟县东赵各庄乡东赵各庄村村南,普通,蓟县东赵各庄乡东赵各庄中心小学
蓟县杨津庄镇杨津庄村,普通,蓟县杨津庄镇杨津庄中心小学
天津市东丽区先锋路23号,普通,天津市东丽区实验小学
天津市河西区绍兴道298号,普通,天津市河西区同望小学
天津市宝坻区黄庄乡黄庄村南,普通,黄庄小学
天津市红桥区洪湖中路8号,普通,天津市红桥区洪湖里小学
天津市北辰区西堤头镇霍庄子村,普通,霍庄子小学
宝坻区大白庄镇第二小学,普通,天津市大白庄镇第二小学
天津市河西区新会道27号,普通,天津市河西区新会道小学
天津市河东区郑庄子松竹里76号,普通,天津市河东区松竹里小学
天津市武清区汊沽港镇四街村,普通,天津市武清区汊沽港镇四街完全小学
天津市武清区大黄堡乡四高庄小学,普通,天津市武清区大黄堡乡四高庄小学
天津市和平区小白楼街道解放北路135号,普通,天津市和平区大同道小学
天津市武清区汊沽港镇二光村,普通,天津市武清区汊沽港镇二光小学　
宝坻区大唐庄镇大唐庄政府路7号,普通,宝坻区大唐庄中心小学
天津市武清区,普通,武清区河西务镇龚庄完全小学
蓟县五百户镇九百户中心小学,普通,九百户中心小学
天津市武清区汊沽港镇西肖庄村东,普通,天津市武清区汊沽港镇西肖庄中心小学
天津市河西区尖山街道尖山街澧水道38号,普通,天津市河西区尖山小学
马伸桥镇赵各庄村西,普通,赵各庄小学
唐官屯镇赵官屯村,普通,天津市赵官屯中心小学
蓟县侯家营镇三岔口村北,普通,蓟县侯家营镇三岔口中心小学
下营镇下营村,普通,蓟县下营镇下营中心小学
南开区天拖南横江里6号,普通,天津市南开区华宁道小学
静海县子牙镇大黄庄村,普通,子牙镇大黄庄中心小学
天津市宝坻区林亭口镇商业街138号,普通,天津市宝坻区林亭口镇林亭口小学
天津市武清区南蔡村镇苏羊坊村东,普通,天津市武清区南蔡村镇团结中心小学
宁河县七里海镇大坨村,普通,宁河县七里海镇大八亩坨中心小学
台头镇黄岔友好村,普通,台头镇黄岔中心小学
天津市红桥区双环村街道孟村里1号,普通,天津市红桥区亚细亚小学
宁河县大北镇,普通,大北小学
双塘镇八里庄村,普通,双塘镇八里庄小学
天津市宝坻区潮阳大道北侧,普通,天津市宝坻区潮阳小学
天津市北辰区京津公路邯郸道6号,普通,柳滩小学
天津市河西区小海地泰山里34号,普通,天津市河西区陵水道小学
天津市西青区杨柳青镇东碾砣嘴村兴学路,普通,天津市东碾砣嘴中心小学
天津市北辰区辰达路西侧,普通,瑞景小学
西青道杨庄大胡同10号,普通,天津市杨庄子小学
天津经济技术开发区第三大街71号,普通,天津泰达枫叶国际学校
天津市蓟县马伸桥镇崔各寨村,普通,崔各寨中心小学
河北区江都路银山道2号,普通,天津市河北区江南寄宿小学
天津市武清区陈嘴镇大旺村,普通,陈嘴镇北三村中心小学
蓟县西龙虎峪镇南贾庄村,普通,南贾庄中心小学
静海县双塘镇朴楼村,普通,天津市双塘镇朴楼小学
天津市东丽区先锋路13号,普通,天津市东丽区新中村小学
天津市北辰区韩家墅村,普通,韩家墅小学
天津市武清区白古屯乡白古屯村中路南,普通,武清区白古屯乡白古屯中心小学
天津市南开区红旗南路阳光100国际新城南园2号楼,普通,天津市南开区阳光小学
天津市南开区白堤路268号-284号,普通,天津市南英小学
天津市河北区宁河镇天津市河北区宁园街道红星路92号,普通,天津市红桥区红星小学
天津市蓟县杨津庄镇小漫河村,普通,蓟县杨津庄镇小漫河中心小学
蓟县官庄镇大彩各庄村东,普通,蓟县官庄镇大彩各庄中心小学
王二庄西新村11排4号,普通,静海县子牙镇王二庄中心小学
天津市武清区大王古庄镇大王古庄村,普通,天津市武清区东蒲洼乡大刘庄完全小学
天津市和平区众诚里1号,普通,天津市和平区新中心小学
唐官屯镇东沟乐小学,普通,唐官屯镇东沟乐小学
天津市静海县独流镇苟家营村,普通,独流镇苟家营小学
天津河西天津市河西区小海地浯水道安江里,普通,天津市敬华小学
天津市蓟县出头岭镇小稻地村,普通,天津市小稻地中心小学
天津市汉沽区友谊路南,普通,天津市东海小学
津塘公路233号,普通,天津市东丽区振华里中心小学
天津市宝坻区牛道口镇赵各庄村,普通,天津市宝坻区赵各庄中心小学
天津市河西区体院南环湖中路富有道1号,普通,天津市河西区南湖小学
天津市红桥区大丰东马路35号,普通,天津市红桥区西站小学
天津市河西区环湖东路20号,普通,天津市东湖小学
天津市武清区曹子里乡曹子里村,普通,天津市武清区曹子里中心小学
东棘坨镇小芦庄,普通,东棘坨镇小芦中心小学
天津市河东区万新村16区,普通,天津市河东区嵩山道小学
天津市南开区鞍山西道柳荫路湖波道16号,普通,天津市南开区风湖里小学
天津市北辰区新宜白大道万科花园新城,普通,天津市和平区晓晓钢琴学校
天津南开区卧龙道1号,普通,天津市南开区卧龙里小学
静海县子牙镇小邀铺村学校大街,普通,子牙镇小邀铺小学
天津市河西区越秀路2号,普通,天津市河西区恩德里小学
